1.50389	0	5.32196	0
1.44735	0.0565492	4.7238	0.598157
1.4818	0.0474683	4.85539	0.369567
1.51399	0.0465043	4.85086	0.261363
1.50822	0.0364806	4.94552	0.223489
1.51566	0.0307009	4.93359	0.182868
1.5509	0.0437586	4.96934	0.158631
1.54406	0.0385089	4.97072	0.137386
1.55644	0.0361506	4.99734	0.124053
1.56115	0.032675	5.00725	0.111398
1.53584	0.0389123	4.96492	0.109296
1.52653	0.0367227	4.97946	0.100828
1.53688	0.0353318	4.94045	0.10062
1.53846	0.032749	4.94958	0.0936022
1.53076	0.0314456	4.97162	0.0898832
1.52954	0.0294398	4.97446	0.084126
1.53527	0.0282396	4.97456	0.0790227
1.53602	0.0266353	4.96689	0.074897
1.52997	0.0259118	4.96143	0.0710554
1.5193	0.026798	4.93347	0.0729802
1.51036	0.0270114	4.92952	0.0695299
1.51028	0.0257545	4.9438	0.0678152
1.50077	0.0263833	4.93491	0.065407
1.50053	0.0252613	4.93429	0.0626255
1.51483	0.028136	4.98279	0.0772063
1.51432	0.027037	4.97838	0.0743085
1.51381	0.0260213	4.96885	0.0721355
1.52009	0.0258474	4.99356	0.0737717
1.51906	0.0249613	5.00798	0.0726295
1.52201	0.0242953	5.02222	0.0715974
1.51646	0.0241453	5.00764	0.0707687
1.51344	0.0235729	5.00769	0.0685215
1.51435	0.0228655	5.01662	0.0670094
1.51002	0.0226012	5.00416	0.0661919
1.50963	0.0219494	5.02241	0.0668145
1.50945	0.0213317	5.02553	0.0650071
1.50872	0.0207599	5.04197	0.0653269
1.50303	0.0209921	5.03613	0.0638522
1.49994	0.0206793	5.02581	0.0630437
1.49957	0.020159	5.03166	0.0617254
1.50007	0.0196674	5.03719	0.0604541
1.50212	0.0193028	5.0544	0.0614572
1.49899	0.0191074	5.04625	0.0605621
1.49988	0.0186898	5.05664	0.0600747
1.49763	0.0184082	5.05137	0.0589603
1.49705	0.0180128	5.05136	0.0576643
1.49562	0.0176839	5.04616	0.0566631
1.49201	0.0176838	5.03698	0.0562247
1.49471	0.0175288	5.03828	0.0550809
1.49703	0.0173311	5.04473	0.0543521
1.49908	0.017111	5.05503	0.0542622
1.49681	0.0169315	5.05503	0.0532085
1.49733	0.0166168	5.05299	0.0522345
1.49747	0.0163069	5.04759	0.0515422
1.50188	0.016602	5.05792	0.0516413
1.50594	0.0168019	5.06539	0.0512572
1.50401	0.0166176	5.058	0.0508898
1.50702	0.0166044	5.06146	0.0501245
1.50616	0.0163433	5.05838	0.0493637
1.5031	0.0163576	5.05012	0.0492317
1.50202	0.0161234	5.05703	0.048908
1.50159	0.015867	5.05252	0.0483231
1.49924	0.0157888	5.04192	0.0487184
1.49994	0.0155561	5.03795	0.0481152
