1.32131	0	4.61274	0
1.39406	0.0727451	4.77555	0.162802
1.42326	0.0511538	4.99217	0.236138
1.46887	0.0582102	5.04376	0.174763
1.46045	0.0458683	4.98444	0.147799
1.46113	0.0374575	4.98639	0.120693
1.44504	0.0355105	4.97356	0.102807
1.42311	0.0377738	4.96878	0.0891622
1.43329	0.0348347	4.95046	0.0807378
1.44982	0.035269	4.93181	0.0745833
1.43757	0.0341713	4.91964	0.0685535
1.44939	0.0333555	4.94095	0.0661117
1.44774	0.0307264	4.9606	0.0639072
1.4421	0.0290011	4.97327	0.0605086
1.45014	0.0281682	4.95846	0.0582436
1.45627	0.0270541	4.98524	0.0607075
1.45859	0.0255183	4.99165	0.0573841
1.46124	0.0242045	4.98469	0.0545493
1.46858	0.0240413	5.01761	0.0612057
1.4621	0.0237079	5.00849	0.0587758
1.46982	0.0238344	5.01887	0.0568621
1.47667	0.0237348	5.02019	0.054232
1.48054	0.0230071	5.04525	0.0575601
1.48666	0.0228622	5.05831	0.0566361
1.47972	0.0230016	5.04467	0.0560093
1.47632	0.0223585	5.04373	0.0538201
1.47426	0.0216131	5.03664	0.0522721
1.47156	0.0210006	5.02407	0.0519138
1.47797	0.0212531	5.0136	0.0511741
1.47592	0.0206347	5.02446	0.0506161
1.48281	0.021113	5.02578	0.048974
1.48057	0.0205647	5.0193	0.04786
1.48115	0.0199402	5.00306	0.0491479
1.48518	0.0197602	4.99643	0.0481392
1.48295	0.0193158	4.99649	0.0467436
1.48085	0.0188893	4.99208	0.0456408
1.48268	0.0184628	4.98634	0.0447597
1.48404	0.0180215	4.97977	0.0440573
1.48476	0.0175681	4.98585	0.0433408
1.48333	0.0171825	4.97714	0.043132
1.49096	0.0184131	4.98763	0.0433555
1.49429	0.0182741	4.98994	0.0423733
1.49321	0.0178766	4.98595	0.0415672
1.49605	0.017696	4.98848	0.0406897
1.4966	0.0173068	4.98481	0.039944
1.50063	0.0174014	4.98581	0.0390788
1.49698	0.0174157	4.98149	0.0384812
1.49701	0.017049	4.9666	0.0405073
1.49776	0.0167142	4.97077	0.0398902
1.49227	0.0172725	4.95634	0.0416628
1.48884	0.017275	4.9518	0.0410893
1.48808	0.0169565	4.9545	0.0403821
1.48628	0.0167308	4.94775	0.0401843
1.48932	0.0166978	4.95677	0.040451
1.49299	0.0167973	4.97172	0.0424323
1.49305	0.0164947	4.98015	0.0425115
1.4933	0.0162046	4.98494	0.0420322
1.49649	0.0162397	4.99283	0.0420488
1.49387	0.0161757	4.99513	0.0413939
1.49611	0.0160608	5.00282	0.0414185
1.49674	0.0158081	5.00152	0.0407546
1.49555	0.0155966	5.00218	0.0400972
1.49768	0.0154937	5.01023	0.0402688
1.499	0.0153071	5.01227	0.0396872
1.4983	0.0150863	5.01248	0.0390724
1.49657	0.0149564	5.00884	0.0386475
1.4986	0.0148714	5.01318	0.0383134
1.49621	0.0148454	5.00868	0.0380135
1.49423	0.0147623	5.00135	0.038168
1.49348	0.0145688	4.99663	0.0379141
1.49687	0.0147564	5.00367	0.0380338
1.49516	0.0146502	4.99566	0.0383472
1.49598	0.0144717	5.00388	0.0387
1.49472	0.0143305	5.00165	0.0382381
1.49878	0.0147088	5.00855	0.0383505
1.49872	0.0145141	5.00791	0.0378481
1.49731	0.014394	5.00344	0.0376191
1.49574	0.0142948	4.99936	0.0373573
1.49506	0.014129	4.99798	0.0369074
1.49682	0.0140618	5.00166	0.0366292
1.49854	0.0139931	4.9992	0.0362582
1.49833	0.0138229	5.00508	0.0362934
1.50154	0.0140267	5.00033	0.0361668
1.50152	0.0138587	4.99916	0.0357529
1.49957	0.0138323	4.99425	0.0356691
1.49706	0.0138995	4.99261	0.0352901
1.49578	0.0137985	4.99289	0.0348833
1.49535	0.0136474	4.98997	0.034608
1.49436	0.0135296	4.98871	0.0342402
1.49407	0.0133816	4.98679	0.0339122
1.49306	0.013272	4.9824	0.0338232
1.49307	0.0131269	4.98306	0.0334601
1.49358	0.0129946	4.98738	0.0333787
1.49392	0.0128604	4.98139	0.0335603
1.49232	0.0128247	4.98311	0.0332493
1.49156	0.0127131	4.9814	0.0329453
1.49068	0.0126127	4.98321	0.032654
1.49232	0.0125913	4.98818	0.0326988
1.49236	0.0124635	4.98461	0.0325623
1.49374	0.0124158	4.9858	0.0322568
1.49514	0.0123718	4.98233	0.0321238
1.494	0.0123033	4.98464	0.0318912
1.49268	0.012254	4.98509	0.0315834
1.49414	0.012223	4.9845	0.0312839
1.49154	0.0123818	4.97811	0.0316367
1.48941	0.0124496	4.97419	0.0315802
1.49298	0.0128394	4.97711	0.0314194
1.49346	0.0127293	4.98101	0.0313705
1.49356	0.0126124	4.98157	0.0310864
1.49253	0.01254	4.98096	0.0308086
1.4915	0.012469	4.98063	0.0305315
1.49106	0.0123649	4.97914	0.0302946
1.48873	0.012475	4.97617	0.0301722
1.49045	0.0124834	4.97546	0.0299146
1.48922	0.0124351	4.97533	0.0296537
1.48986	0.0123442	4.97387	0.0294328
1.48914	0.0122595	4.97273	0.0292027
1.49018	0.0121994	4.97388	0.0289772
1.4912	0.0121394	4.97503	0.0287556
1.48918	0.012205	4.97447	0.0285205
1.48718	0.0122686	4.97165	0.0284242
1.48965	0.0124168	4.9767	0.0286393
1.49001	0.0123205	4.97438	0.0285
1.49103	0.0122637	4.97359	0.0282803
1.49057	0.0121741	4.97339	0.0280538
1.49045	0.0120777	4.97324	0.0278307
1.48961	0.0120113	4.96985	0.0278187
1.48851	0.0119675	4.96997	0.0276008
1.48736	0.0119305	4.96641	0.0276157
1.48788	0.0118501	4.97174	0.0279144
1.4882	0.0117637	4.97321	0.0277397
1.48719	0.0117183	4.97409	0.0275428
1.48748	0.0116335	4.9748	0.0273442
1.48741	0.0115466	4.97781	0.027306
1.48781	0.0114678	4.97736	0.0271067
1.48988	0.01157	4.97864	0.0269367
1.49162	0.0116162	4.98225	0.0269818
1.4905	0.0115864	4.9837	0.026825
1.49123	0.011526	4.98439	0.0266404
1.49206	0.0114734	4.98463	0.0264505
1.4924	0.0113967	4.98924	0.0266639
1.4946	0.0115287	4.99204	0.0266229
1.49399	0.0114642	4.99078	0.0264658
1.49368	0.0113885	4.99115	0.0262839
1.49448	0.0113384	4.99386	0.0262425
1.49391	0.0112751	4.99508	0.0260906
1.494	0.0111985	4.99881	0.0261803
1.49353	0.0111324	4.99551	0.0262121
1.49228	0.0111281	4.99502	0.0260401
1.49169	0.0110693	4.99231	0.0260071
1.49115	0.011009	4.99161	0.025844
1.49059	0.0109508	4.99076	0.0256873
1.4905	0.0108793	4.98965	0.025543
1.49105	0.0108227	4.98962	0.0253766
1.49066	0.0107599	4.98943	0.0252131
1.49231	0.0108173	4.99485	0.0256296
1.49199	0.0107528	4.99482	0.0254658
1.4944	0.0109531	5.00067	0.0259708
1.49465	0.0108868	5.00117	0.0258119
1.49396	0.0108404	4.9982	0.0258212
1.49488	0.0108117	5.00149	0.0258702
1.494	0.0107803	5.00162	0.0257103
1.49424	0.0107167	5.00164	0.0255521
1.49378	0.0106612	5.00226	0.0254034
1.493	0.010625	5.00186	0.0252522
1.49246	0.0105746	5.00333	0.025143
1.49345	0.0105572	5.00375	0.0249955
1.49224	0.010564	5.00204	0.024905
1.49189	0.0105071	5.00205	0.0247572
1.49091	0.0104911	5.0008	0.0246427
1.49045	0.0104393	4.99957	0.024529
1.48985	0.0103961	4.99967	0.0243862
1.49007	0.0103383	4.99945	0.0242458
1.48965	0.0102872	4.99716	0.024215
1.49005	0.010236	4.99673	0.02408
1.49072	0.0101998	4.99627	0.0239474
1.48978	0.0101861	4.99218	0.0241598
1.48936	0.0101374	4.99075	0.0240664
1.48978	0.0100897	4.99136	0.0239395
1.49029	0.0100463	4.99187	0.0238114
1.49096	0.0100129	4.99431	0.023805
1.49086	0.00995823	4.99302	0.0237086
1.49124	0.00991101	4.99289	0.0235791
1.49225	0.00990871	4.99429	0.0234927
1.49103	0.00992948	4.99203	0.0234742
1.49195	0.00991875	4.99555	0.0236115
1.49358	0.00999832	4.99771	0.0235839
1.49375	0.0099464	4.99758	0.0234585
1.49317	0.0099106	4.99726	0.0233362
1.49227	0.00989852	4.99775	0.0232181
1.49347	0.00991892	4.99854	0.0231097
1.49393	0.00987795	4.9985	0.022989
1.49411	0.00982831	4.99958	0.0228947
