0	1	9.53679	9.77413	0.00012089	
1	1	9.53679	9.74333	0.00012089	
2	1	9.53679	9.75491	0.00012089	
3	1	9.53679	9.72717	0.00012089	
4	1	9.53679	9.71941	0.00012089	
5	1	9.53679	9.72031	0.00012089	
6	1	9.53679	9.69453	0.00012089	
7	1	9.53679	9.67813	0.00012089	
8	1	9.53679	9.70868	0.00012089	
9	1	9.53679	9.66235	0.00012089	
10	1	9.53679	9.66604	0.00012089	
11	1	9.53679	9.66689	0.00012089	
12	1	9.53679	9.6865	0.00012089	
13	1	9.53679	9.72568	0.00012089	
14	1	9.53679	9.72507	0.00012089	
15	1	9.53679	9.73771	0.00012089	
16	1	9.53679	9.71095	0.00012089	
17	1	9.53679	9.73095	0.00012089	
18	1	9.53679	9.71827	0.00012089	
19	1	9.53679	9.68327	0.00012089	
20	1	9.53679	9.67631	0.00012089	
21	1	9.53679	9.66323	0.00012089	
22	1	9.53679	9.65995	0.00012089	
23	1	9.53679	9.68247	0.00012089	
24	1	9.53679	9.71594	0.00012089	
25	1	9.53679	9.722	0.00012089	
26	1	9.53679	9.7643	0.00012089	
27	1	9.53679	9.67903	0.00012089	
28	1	9.53679	9.66963	0.00012089	
29	1	9.53679	9.6508	0.00012089	
30	1	9.53679	9.63536	0.00012089	
31	1	9.53679	9.66609	0.00012089	
32	1	9.53679	9.67718	0.00012089	
33	1	9.53679	9.66803	0.00012089	
34	1	9.53679	9.67107	0.00012089	
35	1	9.53679	9.68629	0.00012089	
36	1	9.53679	9.76898	0.00012089	
37	1	9.53679	9.76489	0.00012089	
38	1	9.53679	9.78155	0.00012089	
39	1	9.53679	9.76189	0.00012089	
40	1	9.53679	9.79251	0.00012089	
41	1	9.53679	9.8104	0.00012089	
42	1	9.53679	9.81508	0.00012089	
43	1	9.53679	9.8057	0.00012089	
44	1	9.53679	9.7494	0.00012089	
45	1	9.53679	9.70345	0.00012089	
46	1	9.53679	9.6527	0.00012089	
47	1	9.53679	9.66333	0.00012089	
48	1	9.53679	9.67308	0.00012089	
49	1	9.53679	9.70128	0.00012089	
50	1	9.53679	9.70019	0.00012089	
51	1	9.53679	9.67225	0.00012089	
52	1	9.53679	9.69142	0.00012089	
53	1	9.53679	9.70209	0.00012089	
54	1	9.53679	9.63453	0.00012089	
55	1	9.53679	9.66871	0.00012089	
56	1	9.53679	9.66195	0.00012089	
57	1	9.53679	9.63133	0.00012089	
58	1	9.53679	9.66755	0.00012089	
59	1	9.53679	9.6641	0.00012089	
60	1	9.53679	9.66919	0.00012089	
61	1	9.53679	9.68793	0.00012089	
62	1	9.53679	9.684	0.00012089	
63	1	9.53679	9.69519	0.00012089	
64	1	9.53679	9.64219	0.00012089	
65	1	9.53679	9.64605	0.00012089	
66	1	9.53679	9.74573	0.00012089	
67	1	9.53679	9.72689	0.00012089	
68	1	9.53679	9.67327	0.00012089	
69	1	9.53679	9.69323	0.00012089	
70	1	9.53679	9.69932	0.00012089	
71	1	9.53679	9.71795	0.00012089	
72	1	9.53679	9.74407	0.00012089	
