-0.365288	0
-0.394833	0.0295444
-0.378787	0.0234181
-0.410873	0.0361065
-0.442642	0.0423261
-0.43437	0.0355353
-0.435305	0.0300473
-0.424633	0.0281251
-0.434083	0.026543
-0.440032	0.0244748
-0.433908	0.0229697
-0.426695	0.0221741
-0.430752	0.0207967
-0.435384	0.0198032
-0.432547	0.0186529
-0.422546	0.0201108
-0.425714	0.0191545
-0.421784	0.0184817
-0.427068	0.018263
-0.426116	0.017352
-0.424635	0.0165713
-0.42195	0.0160268
-0.421196	0.0153326
-0.416298	0.0154756
-0.414612	0.0149391
-0.412658	0.0144854
-0.413107	0.0139458
-0.41131	0.0135581
-0.411442	0.0130829
-0.410294	0.0126913
-0.411613	0.0123457
-0.412879	0.0120206
-0.412237	0.0116683
-0.413178	0.0113591
-0.410412	0.0113715
-0.411164	0.0110766
-0.41134	0.0107745
-0.411245	0.0104876
-0.413541	0.01047
-0.417378	0.0109022
-0.416719	0.0106533
-0.415814	0.0104359
-0.415473	0.010196
-0.416523	0.0100169
-0.416534	0.00979174
-0.41935	0.00998195
-0.420147	0.00979966
-0.419836	0.00959834
-0.419256	0.00941834
-0.422048	0.00964134
-0.420913	0.00951834
-0.42191	0.00938655
-0.4236	0.00936164
-0.422822	0.0092195
-0.422696	0.0090512
-0.422222	0.00890075
-0.422425	0.00874557
-0.422392	0.00859353
-0.424165	0.00863056
-0.426517	0.00880542
-0.428008	0.00878737
-0.427939	0.00864476
-0.428118	0.00850832
-0.427838	0.00837899
-0.427981	0.0082503
-0.428689	0.00815516
-0.428303	0.00804178
-0.427774	0.00794028
-0.427396	0.00783347
-0.427151	0.00772464
-0.425682	0.00775549
-0.423905	0.0078508
-0.423617	0.00774785
-0.424439	0.0076865
-0.424262	0.00758537
-0.42439	0.00748599
-0.423764	0.00741463
-0.424654	0.00737295
-0.425825	0.00737254
-0.426028	0.00728263
-0.42595	0.00719257
-0.426703	0.00714407
-0.426927	0.00706103
-0.42799	0.00705705
-0.427365	0.00700155
-0.427748	0.00693026
-0.42737	0.00686055
-0.428087	0.00681994
-0.429321	0.00685488
-0.429426	0.00677909
-0.429331	0.00670485
-0.430244	0.00669411
-0.427993	0.00699376
-0.426758	0.00702838
-0.426048	0.00699015
-0.42505	0.00698863
-0.425167	0.0069172
-0.424814	0.00685536
-0.424867	0.00678596
-0.42406	0.00676606
