BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
694	1.09056	1.1091	0.000742563
695	1.07087	1.10904	0.000743529
696	1.08688	1.10901	0.000743143
697	1.09183	1.10899	0.000742485
698	1.06312	1.10892	0.000744324
699	1.09	1.10889	0.000743751
700	1.09813	1.10888	0.000742847
701	1.08418	1.10884	0.000742622
702	1.10001	1.10883	0.000741671
703	1.11774	1.10884	0.000740724
704	1.14936	1.1089	0.000741904
705	1.09174	1.10888	0.000741251
706	1.12693	1.1089	0.000740643
707	1.11537	1.10891	0.000739652
708	1.10961	1.10891	0.000738607
709	1.11416	1.10892	0.000737603
710	1.09222	1.1089	0.000736939
711	1.07534	1.10885	0.000737413
712	1.10541	1.10884	0.000736393
713	1.07632	1.1088	0.000736772
714	1.11369	1.1088	0.000735772
715	1.10746	1.1088	0.000734745
716	1.07182	1.10875	0.000735532
717	1.08859	1.10872	0.000735044
718	1.09154	1.1087	0.000734409
719	1.12691	1.10872	0.000733824
720	1.11655	1.10874	0.000732885
721	1.13317	1.10877	0.000732652
722	1.08155	1.10873	0.000732606
723	1.09846	1.10872	0.000731731
724	1.12563	1.10874	0.000731093
725	1.11691	1.10875	0.000730171
726	1.13283	1.10879	0.000729918
727	1.11449	1.10879	0.000728956
728	1.11068	1.1088	0.00072796
729	1.11632	1.10881	0.000727034
730	1.10439	1.1088	0.000726064
731	1.09118	1.10878	0.000725471
732	1.10663	1.10877	0.000724485
733	1.10499	1.10877	0.000723515
734	1.09851	1.10875	0.000722665
735	1.11095	1.10876	0.000721687
736	1.12927	1.10878	0.000721245
737	1.11653	1.1088	0.000720343
738	1.11761	1.10881	0.000719466
739	1.12483	1.10883	0.000718819
740	1.12523	1.10885	0.000718189
741	1.11131	1.10885	0.000717228
742	1.11471	1.10886	0.000716304
743	1.10722	1.10886	0.000715344
744	1.0921	1.10884	0.000714737
745	1.14966	1.10889	0.000715875
746	1.12783	1.10892	0.000715365
747	1.13824	1.10896	0.000715483
748	1.09342	1.10894	0.000714828
749	1.10029	1.10892	0.000713967
750	1.09592	1.10891	0.000713226
751	1.07592	1.10886	0.000713627
752	1.11503	1.10887	0.000712725
753	1.11955	1.10889	0.00071192
754	1.09258	1.10886	0.000711304
755	1.12785	1.10889	0.000710806
756	1.10666	1.10889	0.000709872
757	1.09324	1.10887	0.000709235
758	1.10432	1.10886	0.000708325
759	1.14752	1.10891	0.000709221
760	1.10846	1.10891	0.000708288
761	1.14865	1.10896	0.00070928
762	1.11465	1.10897	0.000708388
763	1.08909	1.10894	0.000707939
764	1.09746	1.10893	0.000707172
765	1.10006	1.10892	0.000706342
766	1.09882	1.1089	0.000705543
767	1.12053	1.10892	0.000704786
768	1.11769	1.10893	0.000703961
769	1.14633	1.10898	0.000704724
