BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
391	0.882501	0.899766	0.000746563
392	0.901335	0.89977	0.000744669
393	0.888896	0.899742	0.000743288
394	0.874707	0.899679	0.000744112
395	0.890226	0.899655	0.000742613
396	0.908234	0.899677	0.000741054
397	0.873394	0.89961	0.000742139
398	0.88321	0.899569	0.000741417
399	0.888187	0.899541	0.000740107
400	0.905488	0.899555	0.000738407
401	0.911787	0.899586	0.000737195
402	0.907923	0.899607	0.000735653
403	0.911533	0.899636	0.000734422
404	0.904482	0.899648	0.000732702
405	0.892452	0.899631	0.000731109
406	0.904345	0.899642	0.0007294
407	0.891523	0.899622	0.000727881
408	0.897276	0.899616	0.000726119
409	0.894269	0.899603	0.000724462
410	0.907976	0.899624	0.000722983
411	0.920268	0.899674	0.000722966
412	0.88936	0.899649	0.000721645
413	0.928185	0.899718	0.000723198
414	0.895845	0.899709	0.000721511
415	0.903193	0.899717	0.000719822
416	0.89646	0.899709	0.000718134
417	0.914382	0.899744	0.000717273
418	0.908472	0.899765	0.000715861
419	0.890429	0.899743	0.000714499
420	0.886082	0.899711	0.000713538
421	0.92524	0.899771	0.000714415
422	0.909852	0.899795	0.000713122
423	0.901105	0.899798	0.000711442
424	0.900168	0.899799	0.000709765
425	0.89318	0.899783	0.000708266
426	0.917362	0.899825	0.000707804
427	0.915492	0.899861	0.000707097
428	0.889566	0.899837	0.000705854
429	0.889688	0.899814	0.000704605
430	0.895554	0.899804	0.000703036
431	0.892412	0.899787	0.000701614
432	0.907956	0.899806	0.000700245
433	0.893581	0.899791	0.000698775
434	0.911504	0.899818	0.000697686
435	0.899618	0.899818	0.000696082
436	0.889335	0.899794	0.000694901
437	0.922068	0.899845	0.000695178
438	0.878187	0.899795	0.000695347
439	0.911623	0.899822	0.000694284
440	0.887542	0.899794	0.000693267
441	0.899142	0.899793	0.000691697
442	0.901401	0.899796	0.000690141
443	0.890972	0.899776	0.000688871
444	0.902655	0.899783	0.00068735
445	0.878191	0.899734	0.000687516
446	0.896129	0.899726	0.000686022
447	0.878699	0.899679	0.000686098
448	0.924453	0.899735	0.000686792
449	0.90776	0.899753	0.000685494
450	0.904368	0.899763	0.000684048
451	0.882708	0.899725	0.000683576
452	0.913359	0.899755	0.000682728
453	0.883492	0.899719	0.000682165
454	0.87737	0.89967	0.000682436
455	0.889908	0.899649	0.000681273
456	0.915923	0.899684	0.000680713
457	0.896373	0.899677	0.000679262
458	0.89064	0.899657	0.000678066
459	0.901202	0.899661	0.000676597
460	0.897698	0.899656	0.000675139
461	0.895234	0.899647	0.000673743
462	0.915594	0.899681	0.000673168
463	0.904149	0.899691	0.000671784
464	0.885077	0.899659	0.000671074
465	0.888663	0.899636	0.000670047
466	0.887514	0.89961	0.000669114
467	0.903076	0.899617	0.000667722
468	0.901668	0.899622	0.00066631
469	0.898656	0.899619	0.000664892
470	0.905979	0.899633	0.000663615
471	0.921155	0.899679	0.000663778
472	0.884371	0.899646	0.000663163
473	0.893804	0.899634	0.000661876
474	0.884785	0.899603	0.000661221
475	0.877816	0.899557	0.000661418
476	0.919327	0.899598	0.000661331
477	0.916131	0.899633	0.000660852
478	0.922057	0.89968	0.000661133
479	0.864887	0.899607	0.00066373
480	0.904928	0.899618	0.00066244
481	0.908191	0.899636	0.000661303
482	0.911923	0.899662	0.000660422
483	0.894098	0.89965	0.000659155
484	0.912164	0.899676	0.0006583
485	0.875526	0.899626	0.000658823
486	0.90953	0.899647	0.000657783
487	0.892546	0.899632	0.000656593
488	0.908429	0.89965	0.000655495
489	0.898177	0.899647	0.000654162
490	0.91851	0.899685	0.000653959
491	0.892728	0.899671	0.00065278
492	0.880821	0.899633	0.000652577
493	0.886043	0.899605	0.000651835
494	0.88947	0.899585	0.000650838
495	0.917787	0.899622	0.000650561
496	0.884859	0.899592	0.00064993
497	0.884902	0.899562	0.000649294
498	0.890312	0.899544	0.000648256
499	0.914153	0.899573	0.000647618
500	0.88777	0.899549	0.000646753
501	0.901531	0.899553	0.000645474
502	0.915779	0.899586	0.000644997
503	0.942598	0.899671	0.000649358
504	0.907416	0.899687	0.000648251
505	0.893636	0.899675	0.000647078
506	0.87323	0.899622	0.000647907
507	0.869824	0.899564	0.000649289
508	0.905668	0.899576	0.000648122
509	0.898231	0.899573	0.000646854
510	0.883078	0.899541	0.000646394
511	0.887476	0.899517	0.00064556
512	0.914259	0.899546	0.000644941
513	0.903712	0.899554	0.000643735
514	0.889538	0.899534	0.000642777
515	0.896326	0.899528	0.00064156
516	0.887217	0.899504	0.00064076
517	0.895824	0.899497	0.00063956
518	0.921064	0.899539	0.000639679
519	0.878222	0.899498	0.000639764
520	0.89474	0.899489	0.000638599
521	0.88743	0.899465	0.000637792
522	0.902087	0.899471	0.00063659
523	0.906121	0.899483	0.0006355
524	0.891453	0.899468	0.000634472
525	0.911618	0.899491	0.000633686
526	0.932446	0.899554	0.00063557
527	0.920451	0.899593	0.0006356
528	0.895902	0.899586	0.000634435
529	0.89784	0.899583	0.000633244
530	0.892603	0.89957	0.000632186
531	0.893647	0.899559	0.000631094
532	0.917569	0.899593	0.000630815
533	0.912053	0.899616	0.000630065
534	0.916071	0.899647	0.000629638
535	0.90542	0.899658	0.000628554
536	0.904923	0.899667	0.000627458
537	0.904023	0.899676	0.000626342
538	0.899551	0.899675	0.000625177
539	0.887158	0.899652	0.000624449
540	0.883881	0.899623	0.000623975
541	0.914664	0.899651	0.000623441
542	0.876213	0.899607	0.000623788
543	0.902348	0.899612	0.00062266
544	0.899027	0.899611	0.000621516
545	0.905538	0.899622	0.000620471
546	0.913458	0.899648	0.000619852
547	0.901375	0.899651	0.000618727
548	0.899745	0.899651	0.000617598
549	0.900004	0.899652	0.000616473
550	0.921139	0.899691	0.000616589
551	0.920186	0.899728	0.000616591
552	0.892702	0.899715	0.000615605
553	0.883784	0.899686	0.000615166
554	0.881293	0.899653	0.00061495
555	0.900956	0.899655	0.000613847
556	0.879264	0.899619	0.000613837
557	0.890813	0.899603	0.000612939
558	0.901483	0.899606	0.00061185
559	0.923936	0.89965	0.000612301
560	0.913412	0.899674	0.000611701
561	0.872461	0.899626	0.000612531
562	0.893246	0.899615	0.000611546
563	0.900577	0.899616	0.000610462
564	0.915333	0.899644	0.000610016
565	0.879933	0.899609	0.000609933
566	0.914554	0.899636	0.000609426
567	0.890908	0.89962	0.000608546
568	0.898706	0.899619	0.000607477
569	0.884905	0.899593	0.000606959
570	0.895569	0.899586	0.000605935
571	0.883457	0.899558	0.000605532
572	0.926314	0.899604	0.000606278
573	0.886715	0.899582	0.000605637
574	0.889838	0.899565	0.000604819
575	0.892787	0.899553	0.000603882
576	0.904501	0.899562	0.000602895
577	0.912717	0.899584	0.000602281
578	0.902352	0.899589	0.000601258
579	0.905626	0.8996	0.00060031
580	0.89282	0.899588	0.000599389
581	0.903872	0.899595	0.000598403
582	0.888477	0.899576	0.000597679
583	0.884573	0.89955	0.000597208
584	0.895635	0.899544	0.000596223
585	0.900658	0.899546	0.000595207
586	0.900964	0.899548	0.000594196
587	0.880331	0.899515	0.000594085
588	0.889198	0.899498	0.000593334
589	0.911592	0.899518	0.000592681
590	0.907044	0.899531	0.000591814
591	0.915615	0.899558	0.000591438
592	0.902559	0.899563	0.000590461
593	0.888025	0.899544	0.000589786
594	0.876615	0.899505	0.000590054
595	0.895754	0.899499	0.000589096
596	0.883798	0.899473	0.000588697
597	0.906377	0.899484	0.000587824
598	0.921679	0.899521	0.000588012
599	0.891956	0.899509	0.000587166
600	0.892218	0.899497	0.000586313
601	0.896706	0.899492	0.000585356
602	0.906031	0.899503	0.000584484
603	0.893904	0.899494	0.000583589
604	0.896848	0.899489	0.000582639
605	0.881454	0.899459	0.000582438
606	0.876537	0.899421	0.000582704
607	0.868096	0.89937	0.000584025
608	0.879445	0.899337	0.000583983
609	0.901795	0.899341	0.000583038
610	0.913893	0.899365	0.00058257
611	0.918181	0.899396	0.00058243
612	0.887273	0.899376	0.000581815
613	0.888597	0.899358	0.000581131
614	0.899537	0.899359	0.000580185
615	0.890647	0.899345	0.000579414
616	0.900563	0.899347	0.000578477
617	0.919689	0.899379	0.000578478
618	0.895983	0.899374	0.000577568
619	0.894664	0.899366	0.000576686
620	0.911584	0.899386	0.000576092
621	0.902695	0.899391	0.000575189
622	0.89166	0.899379	0.000574398
623	0.874741	0.899339	0.000574836
624	0.87156	0.899295	0.000575636
625	0.898367	0.899293	0.000574717
626	0.897594	0.899291	0.000573806
627	0.890144	0.899276	0.000573076
628	0.927948	0.899322	0.000573979
629	0.887889	0.899304	0.000573354
630	0.909782	0.89932	0.000572685
631	0.915974	0.899347	0.000572386
632	0.879625	0.899315	0.00057233
633	0.89476	0.899308	0.000571471
634	0.89933	0.899308	0.00057057
635	0.898645	0.899307	0.000569672
636	0.903259	0.899313	0.00056881
637	0.912256	0.899334	0.00056828
638	0.902675	0.899339	0.000567413
639	0.906484	0.89935	0.000566636
640	0.903158	0.899356	0.000565781
641	0.895799	0.899351	0.000564926
642	0.90804	0.899364	0.000564208
643	0.889681	0.899349	0.000563532
644	0.885682	0.899328	0.000563056
645	0.893498	0.899319	0.000562256
646	0.861446	0.89926	0.000564434
647	0.898975	0.89926	0.000563561
648	0.925757	0.899301	0.000564173
649	0.918804	0.899331	0.000564104
650	0.901845	0.899335	0.000563249
651	0.915377	0.899359	0.000562923
652	0.888779	0.899343	0.000562293
653	0.893376	0.899334	0.000561506
654	0.904503	0.899342	0.000560703
655	0.896256	0.899337	0.000559867
656	0.916986	0.899364	0.00055966
657	0.892526	0.899353	0.000558905
658	0.860791	0.899295	0.00056112
659	0.915542	0.89932	0.000560809
660	0.93175	0.899369	0.000562108
661	0.888881	0.899353	0.000561482
662	0.912225	0.899372	0.00056097
663	0.886276	0.899353	0.000560472
664	0.900198	0.899354	0.000559629
665	0.903164	0.89936	0.000558817
666	0.897164	0.899356	0.000557987
667	0.895312	0.89935	0.000557184
668	0.885296	0.899329	0.000556747
669	0.912301	0.899349	0.000556252
670	0.894321	0.899341	0.000555473
671	0.912927	0.899361	0.000555014
672	0.888738	0.899345	0.000554413
673	0.933381	0.899396	0.000555891
674	0.906504	0.899407	0.000555166
675	0.875044	0.89937	0.000555516
676	0.890542	0.899357	0.000554847
677	0.914423	0.89938	0.000554474
678	0.893745	0.899371	0.000553718
679	0.870053	0.899328	0.000554584
680	0.913204	0.899349	0.000554144
681	0.908448	0.899362	0.000553491
682	0.896684	0.899358	0.000552693
683	0.894868	0.899351	0.000551923
684	0.900883	0.899354	0.000551121
685	0.90134	0.899357	0.000550324
686	0.921425	0.899389	0.000550461
687	0.919848	0.899419	0.000550465
688	0.891764	0.899407	0.000549777
689	0.911691	0.899425	0.000549268
690	0.916231	0.89945	0.000549012
691	0.895143	0.899443	0.000548253
692	0.883198	0.89942	0.000547963
693	0.910895	0.899436	0.000547422
694	0.886097	0.899417	0.000546971
695	0.871894	0.899378	0.000547616
696	0.884529	0.899356	0.000547244
697	0.887237	0.899339	0.000546735
698	0.865999	0.899291	0.000548034
699	0.885203	0.899271	0.000547621
700	0.891731	0.89926	0.000546945
701	0.881719	0.899235	0.000546736
702	0.894228	0.899228	0.000546004
703	0.906706	0.899239	0.000545331
704	0.927391	0.899279	0.000546021
705	0.887729	0.899262	0.000545492
706	0.912279	0.899281	0.000545031
707	0.904083	0.899288	0.000544302
708	0.899894	0.899288	0.000543534
709	0.903589	0.899294	0.000542801
710	0.887769	0.899278	0.000542279
711	0.874321	0.899243	0.000542652
712	0.897158	0.89924	0.000541897
713	0.877579	0.89921	0.000541988
714	0.902423	0.899214	0.000541248
715	0.898439	0.899213	0.000540492
716	0.87168	0.899175	0.000541103
717	0.883715	0.899153	0.000540778
718	0.886219	0.899135	0.000540325
719	0.913555	0.899155	0.000539945
720	0.90496	0.899163	0.000539256
721	0.915665	0.899186	0.000538993
722	0.877878	0.899157	0.000539054
723	0.890119	0.899144	0.000538453
724	0.912264	0.899162	0.000538014
725	0.905147	0.899171	0.000537336
726	0.916868	0.899195	0.000537148
727	0.903222	0.8992	0.000536438
728	0.900533	0.899202	0.000535704
729	0.904824	0.89921	0.000535025
730	0.895663	0.899205	0.000534314
731	0.885476	0.899186	0.000533913
732	0.897558	0.899184	0.000533188
733	0.894528	0.899178	0.000532499
734	0.891231	0.899167	0.000531883
735	0.90033	0.899169	0.000531162
736	0.913821	0.899188	0.000530813
737	0.904645	0.899196	0.000530145
738	0.905546	0.899204	0.000529496
739	0.911316	0.899221	0.000529033
740	0.911542	0.899237	0.00052858
741	0.901202	0.89924	0.000527874
742	0.903874	0.899246	0.000527199
743	0.89873	0.899246	0.00052649
744	0.887128	0.899229	0.000526034
745	0.929316	0.89927	0.000526876
746	0.911833	0.899287	0.000526439
747	0.920606	0.899315	0.000526507
748	0.888067	0.8993	0.000526018
749	0.89265	0.899291	0.000525391
750	0.890286	0.899279	0.000524827
751	0.874291	0.899246	0.000525182
752	0.904803	0.899253	0.000524536
753	0.906637	0.899263	0.000523931
754	0.887949	0.899248	0.000523451
755	0.913244	0.899267	0.000523086
756	0.897823	0.899265	0.000522397
757	0.887828	0.89925	0.000521925
758	0.89553	0.899245	0.00052126
759	0.928181	0.899283	0.000521966
760	0.89938	0.899283	0.000521279
761	0.927364	0.89932	0.000521898
762	0.904113	0.899326	0.000521251
763	0.883496	0.899305	0.000520981
764	0.889741	0.899293	0.000520449
765	0.892706	0.899284	0.00051984
766	0.892925	0.899276	0.000519228
767	0.908363	0.899288	0.000518686
768	0.906437	0.899297	0.000518094
769	0.926538	0.899333	0.00051863
770	0.907745	0.899344	0.000518072
771	0.882662	0.899322	0.000517851
