BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
618	0.0617834	0.0620115	5.25545e-05
619	0.0626162	0.0620125	5.24787e-05
620	0.0631806	0.0620143	5.24278e-05
621	0.0621449	0.0620146	5.23438e-05
622	0.0606738	0.0620124	5.2304e-05
623	0.0610015	0.0620108	5.22452e-05
624	0.0611094	0.0620093	5.21815e-05
625	0.0610258	0.0620078	5.21217e-05
626	0.0616137	0.0620071	5.20423e-05
627	0.062866	0.0620085	5.19773e-05
628	0.063242	0.0620105	5.19316e-05
629	0.0617457	0.06201	5.18508e-05
630	0.0621771	0.0620103	5.17691e-05
631	0.0618976	0.0620101	5.16874e-05
632	0.0622066	0.0620104	5.16066e-05
633	0.0619446	0.0620103	5.15251e-05
634	0.0626721	0.0620114	5.14544e-05
635	0.0623391	0.0620119	5.1376e-05
636	0.0627478	0.062013	5.13082e-05
637	0.0628812	0.0620144	5.12458e-05
638	0.0637577	0.0620171	5.12383e-05
639	0.0633748	0.0620193	5.12021e-05
640	0.061259	0.0620181	5.11359e-05
641	0.0615486	0.0620173	5.10614e-05
642	0.062258	0.0620177	5.09832e-05
643	0.060226	0.0620149	5.098e-05
644	0.0612643	0.0620138	5.09142e-05
645	0.060793	0.0620119	5.08704e-05
646	0.0597524	0.0620084	5.09117e-05
647	0.0601566	0.0620055	5.09134e-05
648	0.0600945	0.0620026	5.09202e-05
649	0.0602215	0.0619998	5.09156e-05
650	0.0600188	0.0619968	5.09284e-05
