3.01822	0
3.02704	0.00881363
3.10719	0.0803123
3.13635	0.0638403
3.16293	0.0561393
3.15487	0.046541
3.1494	0.0397119
3.16966	0.039914
3.18181	0.0372395
3.16545	0.0371085
3.15376	0.0355456
3.14268	0.0342871
3.13618	0.0322024
3.12986	0.0304757
3.12986	0.0283713
3.12546	0.0269012
3.13576	0.0272862
3.13281	0.0258938
3.12223	0.0266828
3.12558	0.0255344
3.1369	0.0267986
3.13425	0.0256893
3.13891	0.0249855
3.13709	0.0239909
3.14115	0.0233673
3.13747	0.0227503
3.13857	0.0219189
3.14583	0.0223362
3.14696	0.0215816
3.14736	0.0208536
3.14372	0.0204957
3.14264	0.0198741
3.14494	0.0193987
3.14278	0.0189425
3.14414	0.0184435
3.14391	0.0179254
3.14382	0.0174344
3.13891	0.0176629
3.13814	0.0172214
3.13569	0.0169641
3.13306	0.0167515
3.13626	0.0166574
3.14026	0.016749
3.14302	0.0165961
3.14051	0.0164165
3.1399	0.0160672
3.13841	0.0157919
3.14036	0.0155818
3.14081	0.015267
3.14169	0.0149844
3.13925	0.0148886
3.13985	0.0146117
3.14144	0.0144214
3.14018	0.0142075
3.1406	0.0139532
3.13897	0.0137988
3.13636	0.0138039
3.13473	0.0136615
3.13437	0.0134329
3.13322	0.013257
3.13607	0.0133475
3.13704	0.0131657
3.13634	0.0129739
3.13494	0.0128454
3.13914	0.0133242
3.1378	0.0131887
3.13656	0.0130501
3.13679	0.0128588
3.13718	0.0126773
3.13879	0.0125972
3.13975	0.012456
3.13734	0.0125168
3.13794	0.012359
3.13829	0.0121957
3.1395	0.0120935
3.13961	0.0119338
3.13859	0.0118217
3.14136	0.0119933
3.1439	0.0121094
3.14467	0.0119815
3.1454	0.0118552
3.14348	0.0118663
3.14417	0.0117427
3.14422	0.0116022
3.14431	0.0114652
3.14598	0.0114541
3.14498	0.0113659
3.14404	0.0112755
3.14417	0.0111489
3.14462	0.0110334
3.14124	0.011422
3.14076	0.0113074
3.14015	0.0112019
3.14048	0.0110871
3.13973	0.0109954
3.14072	0.0109253
3.14044	0.0108158
3.14171	0.0107803
3.14078	0.0107115
3.1427	0.0107773
3.14287	0.0106713
3.14326	0.0105736
3.14226	0.0105189
3.14214	0.0104179
3.14111	0.010369
3.1411	0.0102707
3.14108	0.0101743
3.14059	0.0100914
3.14244	0.0101677
3.14168	0.010103
3.14203	0.0100175
3.14247	0.00993763
3.14213	0.00985509
3.14264	0.00978151
3.14241	0.00969879
3.14253	0.00961555
3.14153	0.00958544
3.14077	0.0095343
3.1416	0.00949042
3.14224	0.00943265
3.14174	0.00936798
3.14037	0.00939135
3.13984	0.00932975
3.14007	0.00925722
3.14084	0.0092152
3.14037	0.00915394
3.13985	0.00909676
3.1393	0.0090419
3.14049	0.00904948
3.13917	0.00907519
3.13952	0.00901236
3.14068	0.00901829
3.13867	0.00917279
3.13866	0.00910409
3.13915	0.00904954
3.13834	0.00901905
3.13693	0.00906316
3.13747	0.0090135
3.13646	0.00900538
3.13601	0.00895229
3.13604	0.00888863
3.13462	0.00893898
3.13543	0.00891324
3.1358	0.00885862
3.13667	0.00884085
3.1369	0.00878302
3.13703	0.00872402
3.13665	0.00867326
3.13639	0.00861853
3.13691	0.00857639
3.13723	0.00852546
3.13704	0.00847134
3.13685	0.00841803
3.13734	0.00837795
3.13763	0.00832858
3.13619	0.00839835
3.1371	0.00839413
3.13803	0.00839194
3.13829	0.00834295
3.13824	0.00829077
3.13852	0.00824379
3.13891	0.00820222
3.13966	0.00818653
3.14092	0.00823355
3.14186	0.00823711
3.1414	0.00820037
3.14268	0.008251
3.14276	0.00820214
3.14313	0.00816189
3.14303	0.0081144
3.14343	0.00807686
3.14276	0.00805818
3.14302	0.00801578
3.14266	0.00797768
3.14061	0.00819301
3.14087	0.00815068
3.14255	0.00827596
3.14263	0.00822976
3.14305	0.00819435
3.14375	0.00817835
3.14276	0.00819273
3.14213	0.00817228
3.14276	0.00815235
3.1424	0.00811611
3.14242	0.00807216
3.14202	0.00803859
3.14173	0.00800081
3.14162	0.00795897
3.14209	0.00793093
3.14156	0.00790666
3.14171	0.00786656
3.14237	0.00785285
3.14217	0.0078145
3.14207	0.00777478
3.14225	0.00773697
3.14198	0.00770228
3.14127	0.00769582
3.14164	0.00766559
3.14212	0.00764209
3.14236	0.00760767
3.14209	0.00757445
3.14166	0.00754921
3.14217	0.00752944
3.14167	0.00750905
3.14198	0.00747867
3.14213	0.00744377
3.14178	0.00741625
3.14251	0.00741749
3.14317	0.00741099
3.14354	0.00738508
3.14268	0.00740036
3.14286	0.00736747
3.14316	0.0073391
3.14371	0.00732503
3.14385	0.00729223
3.14353	0.00726524
3.14297	0.00725358
3.14269	0.00722579
3.14256	0.00719379
3.14167	0.0072163
3.14139	0.00718885
3.14152	0.00715744
3.14134	0.00712742
3.14042	0.00715553
3.14103	0.00715019
3.14146	0.007131
3.14105	0.00711117
3.14133	0.00708566
3.14108	0.00705935
3.14056	0.00704785
3.14086	0.00702383
3.14097	0.00699432
3.14009	0.00701893
3.14001	0.00698941
3.1397	0.00696625
3.13916	0.00695742
3.13956	0.00693929
3.13976	0.00691306
3.13944	0.00689163
3.1398	0.00687217
3.13996	0.00684562
3.13965	0.00682431
3.14032	0.00682832
3.14127	0.00686636
3.14127	0.00683828
3.14139	0.0068115
3.14146	0.00678422
3.14152	0.00675707
3.14112	0.0067417
3.14072	0.00672638
3.14097	0.00670397
3.14135	0.00668857
3.14165	0.00666846
3.14186	0.00664575
3.14117	0.00665619
3.14127	0.00663087
3.14099	0.00661094
3.1408	0.00658777
3.14027	0.00658404
3.14044	0.00656079
3.14021	0.00653939
3.14061	0.00652674
3.14018	0.00651652
3.13992	0.00649683
3.1406	0.00650816
3.14068	0.00648408
3.14065	0.00645982
3.13998	0.00647055
3.14021	0.00645049
3.13996	0.00643145
3.14013	0.00640992
3.14068	0.0064108
3.14016	0.00640917
3.14005	0.00638658
3.1402	0.00636503
3.14	0.00634505
3.14	0.0063221
3.13999	0.00629933
3.13928	0.00631622
3.13962	0.00630277
3.13977	0.00628213
3.1397	0.00626022
3.13997	0.00624376
3.14016	0.00622469
3.13986	0.00621002
3.14028	0.00620271
3.13966	0.00621259
3.13928	0.00620232
3.13951	0.00618486
3.13923	0.00616978
3.13911	0.00614975
3.1389	0.00613207
3.13923	0.00612018
3.13909	0.00610112
3.13945	0.00609125
3.13961	0.00607284
3.13887	0.00609795
3.13887	0.00607746
3.13964	0.00610678
3.13929	0.00609674
3.14023	0.00614952
3.13944	0.00618
3.139	0.00617561
3.13925	0.00616031
3.13941	0.00614221
3.13966	0.00612711
3.13962	0.00610722
3.1394	0.00609136
3.13907	0.00608046
3.13965	0.00608783
3.13983	0.00607103
3.13952	0.00605936
3.13975	0.00604406
3.1398	0.00602501
3.13927	0.00602901
3.13956	0.00601698
3.13975	0.00600079
3.13993	0.00598474
3.13978	0.0059679
3.14004	0.00595522
3.14082	0.00598721
3.14072	0.00596949
3.14059	0.00595245
3.141	0.00594857
3.14106	0.00593049
3.14084	0.00591613
3.14069	0.00589991
3.14043	0.00588762
3.14036	0.00587017
3.14036	0.00585236
3.14118	0.00589211
3.14095	0.00587894
3.14085	0.00586215
3.1404	0.00586187
3.14046	0.00584467
3.1404	0.00582751
3.14024	0.00581251
3.14011	0.00579682
