BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
299	-7.55607	-7.55301	0.000401488
300	-7.55476	-7.55302	0.000400192
301	-7.54703	-7.553	0.000399357
302	-7.55025	-7.55299	0.000398138
303	-7.54464	-7.55296	0.000397778
304	-7.55531	-7.55297	0.000396544
305	-7.56016	-7.553	0.000395944
306	-7.54628	-7.55297	0.000395258
307	-7.55741	-7.55299	0.000394235
308	-7.54217	-7.55295	0.000394515
309	-7.54451	-7.55293	0.000394184
310	-7.54907	-7.55291	0.000393109
311	-7.54627	-7.55289	0.000392424
312	-7.55646	-7.5529	0.000391332
313	-7.55552	-7.55291	0.000390171
314	-7.5577	-7.55293	0.000389227
315	-7.55173	-7.55292	0.000388009
316	-7.55262	-7.55292	0.000386783
317	-7.54939	-7.55291	0.000385723
318	-7.55908	-7.55293	0.000384998
319	-7.53803	-7.55288	0.000386613
320	-7.57191	-7.55294	0.000389949
321	-7.55036	-7.55293	0.000388817
322	-7.56431	-7.55297	0.000389211
323	-7.54932	-7.55296	0.000388171
324	-7.55041	-7.55295	0.000387052
325	-7.56433	-7.55299	0.000387441
326	-7.55079	-7.55298	0.000386311
327	-7.5472	-7.55296	0.000385534
328	-7.56016	-7.55298	0.000384983
329	-7.5453	-7.55296	0.000384521
330	-7.55933	-7.55298	0.00038384
331	-7.55471	-7.55298	0.000382716
332	-7.54697	-7.55297	0.000381992
333	-7.55327	-7.55297	0.000380846
334	-7.55348	-7.55297	0.000379708
335	-7.55292	-7.55297	0.000378575
336	-7.54605	-7.55295	0.000378008
337	-7.55691	-7.55296	0.000377069
338	-7.54909	-7.55295	0.000376127
339	-7.5448	-7.55292	0.000375785
340	-7.56274	-7.55295	0.000375786
341	-7.53855	-7.55291	0.000377051
342	-7.5629	-7.55294	0.000377077
343	-7.55326	-7.55294	0.000375979
344	-7.55265	-7.55294	0.000374887
345	-7.55108	-7.55294	0.00037384
346	-7.55168	-7.55293	0.000372777
347	-7.56323	-7.55296	0.000372882
348	-7.54292	-7.55293	0.000372924
349	-7.55389	-7.55293	0.000371866
350	-7.55825	-7.55295	0.000371113
351	-7.54966	-7.55294	0.000370175
352	-7.551	-7.55294	0.000369164
353	-7.55349	-7.55294	0.000368122
354	-7.55675	-7.55295	0.00036724
355	-7.54624	-7.55293	0.000366692
356	-7.55612	-7.55294	0.000365771
357	-7.56044	-7.55296	0.000365349
358	-7.5375	-7.55292	0.000366872
359	-7.55523	-7.55292	0.000365906
360	-7.55395	-7.55292	0.000364901
361	-7.54796	-7.55291	0.000364149
362	-7.54598	-7.55289	0.000363647
363	-7.5647	-7.55292	0.000364097
364	-7.55403	-7.55293	0.000363109
365	-7.55705	-7.55294	0.00036229
366	-7.53731	-7.5529	0.000363808
367	-7.56361	-7.55293	0.000363985
368	-7.54731	-7.55291	0.000363316
369	-7.56564	-7.55294	0.000363965
370	-7.5448	-7.55292	0.000363645
371	-7.55121	-7.55292	0.000362694
372	-7.56353	-7.55295	0.000362839
373	-7.55433	-7.55295	0.000361886
374	-7.54645	-7.55293	0.000361335
375	-7.5552	-7.55294	0.000360422
376	-7.55704	-7.55295	0.000359628
377	-7.54801	-7.55294	0.000358913
378	-7.54631	-7.55292	0.000358391
379	-7.56234	-7.55294	0.000358306
380	-7.5624	-7.55297	0.000358227
381	-7.55347	-7.55297	0.000357289
382	-7.55327	-7.55297	0.000356354
383	-7.5507	-7.55296	0.000355473
384	-7.56315	-7.55299	0.000355536
385	-7.55019	-7.55298	0.000354688
386	-7.52943	-7.55292	0.00035898
387	-7.56385	-7.55295	0.000359161
388	-7.54909	-7.55294	0.000358373
389	-7.56133	-7.55296	0.000358101
390	-7.54658	-7.55295	0.000357556
391	-7.55787	-7.55296	0.000356864
392	-7.56302	-7.55298	0.000356875
393	-7.55616	-7.55299	0.000356058
394	-7.55555	-7.553	0.000355214
395	-7.55486	-7.553	0.000354345
396	-7.55429	-7.55301	0.000353466
397	-7.5542	-7.55301	0.000352588
398	-7.54808	-7.553	0.000351919
399	-7.56056	-7.55302	0.000351547
400	-7.55673	-7.55303	0.000350791
401	-7.54365	-7.553	0.000350694
402	-7.55665	-7.55301	0.000349939
403	-7.55145	-7.55301	0.000349092
404	-7.54879	-7.553	0.000348385
405	-7.55041	-7.55299	0.000347583
406	-7.56096	-7.55301	0.000347281
407	-7.55605	-7.55302	0.000346508
408	-7.54867	-7.55301	0.000345822
409	-7.55564	-7.55301	0.000345036
410	-7.55599	-7.55302	0.000344271
411	-7.56085	-7.55304	0.000343959
412	-7.56046	-7.55306	0.000343596
413	-7.54893	-7.55305	0.00034291
414	-7.55049	-7.55304	0.000342137
415	-7.55626	-7.55305	0.0003414
416	-7.55368	-7.55305	0.000340583
417	-7.54332	-7.55303	0.000340564
418	-7.5478	-7.55302	0.000339979
419	-7.54493	-7.553	0.000339715
420	-7.55671	-7.55301	0.000339021
421	-7.54376	-7.55298	0.000338926
422	-7.5549	-7.55299	0.000338154
423	-7.54857	-7.55298	0.000337515
424	-7.55988	-7.55299	0.000337112
425	-7.5428	-7.55297	0.000337171
426	-7.56231	-7.55299	0.000337091
427	-7.55757	-7.553	0.000336472
428	-7.53435	-7.55296	0.000338497
429	-7.55605	-7.55297	0.000337785
430	-7.55108	-7.55296	0.000337028
431	-7.54938	-7.55295	0.000336348
432	-7.5527	-7.55295	0.00033557
433	-7.56211	-7.55297	0.000335461
434	-7.5318	-7.55293	0.000338217
435	-7.55749	-7.55294	0.000337603
436	-7.55871	-7.55295	0.000337089
437	-7.54178	-7.55292	0.000337286
438	-7.55766	-7.55293	0.000336689
439	-7.54312	-7.55291	0.000336663
440	-7.5656	-7.55294	0.00033713
441	-7.54853	-7.55293	0.000336514
442	-7.56396	-7.55296	0.000336677
443	-7.54545	-7.55294	0.000336343
444	-7.55343	-7.55294	0.000335587
445	-7.55728	-7.55295	0.000334975
446	-7.55006	-7.55294	0.000334287
447	-7.55722	-7.55295	0.000333676
448	-7.55497	-7.55296	0.000332961
449	-7.53906	-7.55293	0.000333656
450	-7.55446	-7.55293	0.000332932
451	-7.55003	-7.55292	0.000332255
452	-7.54079	-7.5529	0.000332603
453	-7.56425	-7.55292	0.000332812
454	-7.55431	-7.55292	0.000332093
455	-7.55576	-7.55293	0.000331422
456	-7.55528	-7.55294	0.000330735
457	-7.55865	-7.55295	0.000330248
458	-7.56223	-7.55297	0.000330148
459	-7.53625	-7.55293	0.00033143
460	-7.5616	-7.55295	0.000331246
461	-7.53844	-7.55292	0.000332019
462	-7.56188	-7.55294	0.000331866
463	-7.54448	-7.55292	0.000331652
464	-7.5518	-7.55292	0.000330945
465	-7.55467	-7.55292	0.000330255
466	-7.55985	-7.55294	0.000329881
467	-7.55171	-7.55293	0.000329185
468	-7.55712	-7.55294	0.000328604
469	-7.54498	-7.55293	0.000328341
470	-7.54672	-7.55291	0.000327908
471	-7.55994	-7.55293	0.000327551
472	-7.552	-7.55293	0.000326863
473	-7.54987	-7.55292	0.000326235
474	-7.56765	-7.55295	0.000327024
475	-7.54478	-7.55293	0.000326787
476	-7.54573	-7.55292	0.000326451
477	-7.55573	-7.55292	0.00032582
478	-7.55649	-7.55293	0.000325224
479	-7.55159	-7.55293	0.000324557
480	-7.5308	-7.55288	0.000327138
481	-7.56159	-7.5529	0.000326958
482	-7.56426	-7.55292	0.000327128
